ID,title,description,duration,level,platform,images,urls,reviews_count,ratings,paid,students_count,type,skills,prerequisites,domain,organization,course_certification_type,summary,instructor,lecture_count
1544,Scala and Spark for Big Data and Machine Learning,"Learn the latest Big Data technology - Spark and Scala, including Spark 2.0 DataFrames!",10 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/977062_019b_2.jpg,https://www.udemy.com/course/scala-and-spark-for-big-data-and-machine-learning/,5104 reviews,Rating: 4.6 out of 5,Yes,"30,094 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jose Portilla,80 lectures
1545,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)","VGG, ResNet, Inception, SSD, RetinaNet, Neural Style Transfer, GANs +More in Tensorflow, Keras, and Python",15 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1533864_a443.jpg,https://www.udemy.com/course/advanced-computer-vision/,5083 reviews,Rating: 4.6 out of 5,Yes,"31,065 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Lazy Programmer Inc.,110 lectures
1546,Python Network Programming Complete Masterclass,Learn Python 3 from scratch! Build 10 network applications using Python and upgrade your Network Engineering skills!,16 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/405456_f655_16.jpg,https://www.udemy.com/course/python-programming-for-real-life-networking-use/,5024 reviews,Rating: 4.5 out of 5,Yes,"32,337 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Mihai Catalin Teodosiu, EpicPython Academy",271 lectures
1547,Machine Learning & Deep Learning in Python & R,"Covers Regression, Decision Trees, SVM, Neural Networks, CNN, Time Series Forecasting and more using both Python & R",33 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3288036_2b5c_4.jpg,https://www.udemy.com/course/data_science_a_to_z/,4991 reviews,Rating: 4.4 out of 5,Yes,"356,983 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Start-Tech Academy,267 lectures
1548,DevOps MasterClass : Terraform Jenkins Kubernetes Ansible,DevOps with Jenkins Terraform AWS Docker Swarm Maven Kubernetes GIT & Ansible Automation with DevOps Realworld Exercises,63 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1464166_c16e_33.jpg,https://www.udemy.com/course/devops-training/,4976 reviews,Rating: 4.4 out of 5,Yes,"30,519 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,LevelUp360° DevOps | Selenium | GCP | Terraform | Kubernetes | Ansible,428 lectures
1549,Master Object Oriented Design in Java - Homework + Solutions,Don't just learn Java! Learn to write practical industry standard object oriented software and super charge your career!,5.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/359550_ab12_12.jpg,https://www.udemy.com/course/mastering-object-oriented-design-in-java/,4951 reviews,Rating: 4.5 out of 5,Yes,"29,898 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Imtiaz Ahmad,40 lectures
1550,Learn Protractor(Angular Testing) from scratch +Framework,"Step by Step tutorial to understand Protractor using Javascript&Typescript +Framework development(Cucumber,Jasmine)",21.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1699476_fcc0.jpg,https://www.udemy.com/course/protractor-tutorial/,4924 reviews,Rating: 4.5 out of 5,Yes,"24,152 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Rahul Shetty,135 lectures
1551,Complete Modern C++ (C++11/14/17),"Learn about move semantics, lambda expressions, smart pointers, concurrency, template, STL & more",20 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1026276_b23a_5.jpg,https://www.udemy.com/course/beg-modern-cpp/,4921 reviews,Rating: 4.5 out of 5,Yes,"24,612 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Umar Lone,233 lectures
1552,Flutter & Dart - The Complete Flutter App Development Course,Build Flutter iOS and Android Apps with a Single Codebase: Learn Google's Flutter Mobile Development Framework & Dart,26 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1575278_a828_6.jpg,https://www.udemy.com/course/flutter-dart-the-complete-flutter-app-development-course/,4917 reviews,Rating: 4.5 out of 5,Yes,"23,262 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",226 lectures
1553,The Complete 2021 PHP Full Stack Web Developer Bootcamp,"Learn to build websites with HTML , CSS , JAVASCRIPT , Bootstrap , PHP , MySQL , WordPress , OOP & more!",49 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2488654_e156_3.jpg,https://www.udemy.com/course/the-complete-php-full-stack-web-developer-bootcamp/,4899 reviews,Rating: 4.5 out of 5,Yes,"134,306 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Srini Vanamala,308 lectures
1554,Design Patterns in Modern C++,Discover the modern implementation of design patterns with С++,12.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1319770_1b84_5.jpg,https://www.udemy.com/course/patterns-cplusplus/,4882 reviews,Rating: 4.5 out of 5,Yes,"29,215 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Dmitri Nesteruk,129 lectures
1555,Deep Learning: Advanced Natural Language Processing and RNNs,"Natural Language Processing (NLP) with Sequence-to-sequence (seq2seq), Attention, CNNs, RNNs, and Memory Networks!",8.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1647976_0fdf.jpg,https://www.udemy.com/course/deep-learning-advanced-nlp/,4882 reviews,Rating: 4.6 out of 5,Yes,"26,658 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Lazy Programmer Inc.,65 lectures
1556,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,Learn Both SQL Server & PostgreSQL By Doing. Enhance Your Data Analytics Career With Real World Data Science Exercises,12.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1036342_024e.jpg,https://www.udemy.com/course/sqldatabases/,4879 reviews,Rating: 4.5 out of 5,Yes,"28,330 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Kirill Eremenko, Ilya Eremenko, Ligency I Team, Ligency Team",104 lectures
1557,The Complete Python/PostgreSQL Course 2.0,Build 9 projects—master two essential and modern technologies in Python and PostgreSQL,22 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/781502_305d_4.jpg,https://www.udemy.com/course/the-complete-python-postgresql-developer-course/,4866 reviews,Rating: 4.6 out of 5,Yes,"10,955 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Rob Percival, Jose Salvatierra, Codestars • over 2 million students worldwide!, Teclado by Jose Salvatierra",186 lectures
1558,Deep Learning: Convolutional Neural Networks in Python,"Tensorflow 2 CNNs for Computer Vision, Natural Language Processing (NLP) +More! For Data Science & Machine Learning",12.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/807904_7108.jpg,https://www.udemy.com/course/deep-learning-convolutional-neural-networks-theano-tensorflow/,4841 reviews,Rating: 4.6 out of 5,Yes,"32,681 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Lazy Programmer Inc.,74 lectures
1559,Build a Backend REST API with Python & Django - Beginner,Finally create that App & fully-functioning user database in this crash course to building a REST API,5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1094964_35b4_5.jpg,https://www.udemy.com/course/django-python/,4824 reviews,Rating: 4.6 out of 5,Yes,"25,561 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Mark Winterbottom, Brooke Rutherford",76 lectures
1560,Statistics for Data Analysis Using Excel 2016,Plain & Simple Lessons on Descriptive & Inferential Statistics Theory With Excel Examples for Business & Six Sigma,14.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1238720_255f_15.jpg,https://www.udemy.com/course/statistics-using-excel/,4811 reviews,Rating: 4.4 out of 5,Yes,"20,547 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Sandeep Kumar, ­ Quality Gurus Inc.",114 lectures
1561,Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2020,An introduction to the Jenkins build server using continuous integration and deployment techniques -- all step by step.,9 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/538958_4971.jpg,https://www.udemy.com/course/jenkins-continuous-integration-bootcamp/,4809 reviews,Rating: 4.5 out of 5,Yes,"24,865 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jason Taylor,111 lectures
1562,MATLAB/SIMULINK Bible|Go From Zero to Hero!,Build 10 Practical Projects and go from Beginner to Pro in Simulink with this Project-Based Simulink Course!,4.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1592094_fe17_8.jpg,https://www.udemy.com/course/matlabsimulink-biblego-from-zero-to-hero/,4807 reviews,Rating: 4.5 out of 5,Yes,"17,768 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Stemplicity School Online",41 lectures
1563,Complete 2022 Data Science & Machine Learning Bootcamp,"Learn Python, Tensorflow, Deep Learning, Regression, Classification, Neural Networks, Artificial Intelligence & more!",41.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1318112_faa8_5.jpg,https://www.udemy.com/course/python-data-science-machine-learning-bootcamp/,4790 reviews,Rating: 4.6 out of 5,Yes,"39,789 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Philipp Muellauer, Dr. Angela Yu",207 lectures
1564,Python - The Practical Guide [2023 Edition],Learn Python from the ground up and use Python to build a hands-on project from scratch!,17.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1641648_5252_2.jpg,https://www.udemy.com/course/learn-python-by-building-a-blockchain-cryptocurrency/,4787 reviews,Rating: 4.7 out of 5,Yes,"27,112 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",230 lectures
1565,The Complete Data Structures and Algorithms Course in Python,Data Structures and Algorithms from Zero to Hero and Crack Top Companies 100+ Interview questions (Python Coding),42.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2648040_9f01_3.jpg,https://www.udemy.com/course/data-structures-and-algorithms-bootcamp-in-python/,4764 reviews,Rating: 4.5 out of 5,Yes,"41,076 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Elshad Karimov,482 lectures
1566,Angular Essentials (Angular 2+ with TypeScript),The most efficient way to dive into Angular 2+ if you got limited time or need to refresh the basics!,6.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1282020_b5b9.jpg,https://www.udemy.com/course/angular-essentials-angular-2-angular-4-with-typescript/,4760 reviews,Rating: 4.6 out of 5,Yes,"33,591 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",119 lectures
1567,"Complete Web Design: HTML, CSS, Javascript, jQuery & Vue JS",5 Courses in 1! From complete beginner to advanced. Learn Webdesign and Become a Professional Front End Web Developer!,27.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/2917880_073a_14.jpg,https://www.udemy.com/course/get-started-with-html-css-the-frontend-developer-bootcamp/,4755 reviews,Rating: 4.6 out of 5,Yes,"16,913 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ivan Lourenço Gomes,123 lectures
1568,Testing Angular 4 (previously Angular 2) Apps with Jasmine,Learn to write unit and integration tests for your Angular apps and deploy them with confidence,2 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1211596_127c_3.jpg,https://www.udemy.com/course/testing-angular-apps/,4752 reviews,Rating: 4.5 out of 5,Yes,"23,708 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mosh Hamedani,29 lectures
1569,C Programming Bootcamp - The Complete C Language Course,C Programming 2022: Master the Fundamentals of C Programming Language. Join the Comprehensive C Bootcamp Masterclass!,44.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3173974_b870_4.jpg,https://www.udemy.com/course/c-programming-for-beginners-programming-in-c/,4750 reviews,Rating: 4.5 out of 5,Yes,"57,420 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Vlad Budnitski,395 lectures
1570,Microfrontends with React: A Complete Developer's Guide,Build incredibly scalable apps with a microfrontend architecture,9 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3604434_7884_3.jpg,https://www.udemy.com/course/microfrontend-course/,4744 reviews,Rating: 4.7 out of 5,Yes,"34,288 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Stephen Grider,124 lectures
1571,SQL Server Administration Part1,SQL Education with a purpose,10 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/670712_65fb_3.jpg,https://www.udemy.com/course/sql-server-administration-part1/,4709 reviews,Rating: 4.5 out of 5,Yes,"19,296 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Raphael Asghar,59 lectures
1572,Build a Real-world App with ASP.NET Core and Angular 2 (4+),"Build a full-stack web app with ASP.NET Core, Entity Framework Core and Angular 2 (Angular 4+)",10.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1144726_45a2_2.jpg,https://www.udemy.com/course/aspnet-core-angular/,4687 reviews,Rating: 4.5 out of 5,Yes,"28,910 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mosh Hamedani,162 lectures
1573,HTML5 - From Basics to Advanced level [2022],A beginner's guide for HTML5. Learn all concepts of HTML5 (with hands-on assignments and projects.),3.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/3033110_60ee_4.jpg,https://www.udemy.com/course/html-basic-to-advanced/,4666 reviews,Rating: 4.4 out of 5,Yes,"218,541 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"EdYoda Digital University, Qaifi Khan",42 lectures
1574,Dart and Flutter: The Complete Developer's Guide,"Everything you need to know for building mobile apps with Flutter and Dart, including RxDart and Animations!",31 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1736426_5cc3_3.jpg,https://www.udemy.com/course/dart-and-flutter-the-complete-developers-guide/,4662 reviews,Rating: 4.6 out of 5,Yes,"26,098 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Stephen Grider,402 lectures
1575,Essentials in JavaScript ES6 - A Fun and Clear Introduction,"A creative and fun course on JavaScript ES6! Has Webpack, Babel, React, and all the new syntax you need to code in ES6!",2 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1087374_f0b8.jpg,https://www.udemy.com/course/essentials-in-javascript-es6/,4625 reviews,Rating: 4.6 out of 5,Yes,"60,517 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,David Joseph Katz,43 lectures
1576,Python for Absolute Beginners | Python Beginner to Pro 2022,Beginner friendly Python! Become a fluent Python programmer Learn the Python basics then build inspiring Python projects,14 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/2668194_f343_11.jpg,https://www.udemy.com/course/the-complete-python-programmer-bootcamp/,4622 reviews,Rating: 4.6 out of 5,Yes,"19,794 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"365 Careers, Giles McMullen-Klein",177 lectures
1577,Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!,20 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1326802_8935_3.jpg,https://www.udemy.com/course/oracle-java-associate-certification-exam-course-1z0-808/,4610 reviews,Rating: 4.4 out of 5,Yes,"22,519 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Tim Buchalka's Learn Programming Academy, Goran Lochert",134 lectures
1578,Computer Science 101: Master the Theory Behind Programming,Computer Science 101: Learn Computer Science to become a better Programmer and Software Engineer.,11 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1395136_3f8a_3.jpg,https://www.udemy.com/course/computer-science-101-master-the-theory-behind-programming/,4597 reviews,Rating: 4.5 out of 5,Yes,"25,655 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kurt Anderson,94 lectures
1579,Learn to Code with Python,The complete Python bootcamp for 2022. Learn Python 3 from beginner to expert. Build complete Python applications.,58 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1471348_791a_2.jpg,https://www.udemy.com/course/learn-to-code-with-python/,4589 reviews,Rating: 4.7 out of 5,Yes,"69,274 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Boris Paskhaver,412 lectures
1580,Advanced AI: Deep Reinforcement Learning in Python,The Complete Guide to Mastering Artificial Intelligence using Deep Learning and Neural Networks,10.5 total hours,Expert,Udemy,https://img-b.udemycdn.com/course/240x135/1153742_e649.jpg,https://www.udemy.com/course/deep-reinforcement-learning-in-python/,4586 reviews,Rating: 4.5 out of 5,Yes,"35,675 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Lazy Programmer Team, Lazy Programmer Inc.",79 lectures
1581,Mastering data visualization in D3.js,Design and build beautiful data visualizations with d3.js. An intensive introduction to the D3 library (V6).,6.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1360998_ccfe_6.jpg,https://www.udemy.com/course/masteringd3js/,4582 reviews,Rating: 4.5 out of 5,Yes,"22,456 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Adam Janes,95 lectures
1582,Learn JavaScript: Full-Stack from Scratch,"Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications",28 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1436332_1fc3_5.jpg,https://www.udemy.com/course/learn-javascript-full-stack-from-scratch/,4578 reviews,Rating: 4.7 out of 5,Yes,"17,735 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brad Schiff,127 lectures
1583,NgRx (with NgRx Data) - The Complete Guide (Angular 14),"Learn the modern NgRx Ecosystem, including NgRx Data, Store, Effects, Router Store, NgRx Entity, and DevTools",6.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1673770_fda4_3.jpg,https://www.udemy.com/course/ngrx-course/,4569 reviews,Rating: 4.6 out of 5,Yes,"19,819 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Angular University,51 lectures
1584,Fundamentals of Database Engineering,"Learn ACID, Indexing, Partitioning, Sharding, Concurrency control, Replication, DB Engines, Best Practices and More!",23.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2722880_af31_7.jpg,https://www.udemy.com/course/database-engines-crash-course/,4558 reviews,Rating: 4.7 out of 5,Yes,"56,455 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Hussein Nasser,143 lectures
1585,Cluster Analysis and Unsupervised Machine Learning in Python,"Data science techniques for pattern recognition, data mining, k-means clustering, and hierarchical clustering, and KDE.",8 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/825684_ee00.jpg,https://www.udemy.com/course/cluster-analysis-unsupervised-machine-learning-python/,4557 reviews,Rating: 4.6 out of 5,Yes,"24,020 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Lazy Programmer Team, Lazy Programmer Inc.",56 lectures
1586,Learn Responsive Web Development from Scratch,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,4.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/128946_c9cb_6.jpg,https://www.udemy.com/course/learn-responsive-web-development-from-scratch/,4555 reviews,Rating: 4.6 out of 5,Yes,"107,569 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Eduonix Learning Solutions, Eduonix-Tech .",25 lectures
1587,iOS 11 & Swift 4: From Beginner to Paid Professional™,"Build iOS Apps & Learn iOS 11, Swift 4, ARKit (Augmented Reality), CoreML (Machine Learning)",43.5 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1261830_16ff_3.jpg,https://www.udemy.com/course/devslopes-ios11/,4547 reviews,Rating: 4.4 out of 5,Yes,"40,001 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",187 lectures
1588,"HTML, JavaScript, & Bootstrap - Certification Course","A Comprehensive Guide for Beginners interested in learning HTML, JavaScript, & Bootstrap. Build Interactive Web Pages.",6.5 total hours,Beginner,Udemy,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",https://www.udemy.com/course/html-javascript-bootstrap-certification-course/,4535 reviews,Rating: 4.4 out of 5,Yes,"278,748 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,YouAccel Training,124 lectures
1589,RxJs In Practice (with FREE E-Book),"Learn numerous RxJs Operators, learn all RxJs and Reactive Programming core concepts via Practical Examples",4.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1726420_7370.jpg,https://www.udemy.com/course/rxjs-course/,4528 reviews,Rating: 4.7 out of 5,Yes,"18,890 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Angular University,45 lectures
1590,C# Developers: Learn the Art of Writing Clean Code,Learn the techniques to write better C# code and stand out in technical interviews,3.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/466296_2fdd_2.jpg,https://www.udemy.com/course/clean-code/,4522 reviews,Rating: 4.8 out of 5,Yes,"26,511 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mosh Hamedani,20 lectures
1591,Object Oriented PHP & MVC,Build a custom object oriented PHP MVC framework and then build an application with it,6.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1399390_4a26_4.jpg,https://www.udemy.com/course/object-oriented-php-mvc/,4489 reviews,Rating: 4.6 out of 5,Yes,"16,814 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brad Traversy,44 lectures
1592,Deep Learning and NLP A-Z™: How to create a ChatBot,Learn the Theory and How to implement state of the art Deep Natural Language Processing models in Tensorflow and Python,12 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1460764_a6f8_2.jpg,https://www.udemy.com/course/chatbot/,4484 reviews,Rating: 4.0 out of 5,Yes,"29,523 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Ligency Team",97 lectures
1593,Vim Masterclass,"Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems",7.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1084120_c196_2.jpg,https://www.udemy.com/course/vim-commands-cheat-sheet/,4462 reviews,Rating: 4.8 out of 5,Yes,"28,201 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jason Cannon,50 lectures
1594,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),"AWS Serverless with AWS Lambda, API Gateway, Amazon DynamoDB, Step Functions, SAM, the Serverless Framework, CICD & more",25.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/1691532_c76b_7.jpg,https://www.udemy.com/course/aws-lambda-serverless-architecture/,4439 reviews,Rating: 4.6 out of 5,Yes,"35,411 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Riyaz Sayyad, RIZMAXed by Riyaz Sayyad",301 lectures
1595,Spring Boot Microservices with Spring Cloud Beginner to Guru,Learn to Master Spring Boot Microservices with Spring Cloud and Docker,39 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2313280_a2fe_4.jpg,https://www.udemy.com/course/spring-boot-microservices-with-spring-cloud-beginner-to-guru/,4419 reviews,Rating: 4.4 out of 5,Yes,"30,405 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",348 lectures
1596,The Java Spring Tutorial: Learn Java's Popular Web Framework,"Learn the hottest, most in-demand Java web framework, including web programming with Spring MVC and Hibernate. Lifetime access with no subscription on Udemy.",28 total hours,Expert,Udemy,https://img-b.udemycdn.com/course/240x135/65830_9629_3.jpg,https://www.udemy.com/course/javaspring/,4415 reviews,Rating: 4.5 out of 5,Yes,"32,426 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,John Purcell,175 lectures
1597,Node.js API Masterclass With Express & MongoDB,Create a real world backend for a bootcamp directory app,12 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/2609434_23cf_3.jpg,https://www.udemy.com/course/nodejs-api-masterclass/,4380 reviews,Rating: 4.8 out of 5,Yes,"22,750 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brad Traversy,76 lectures
1598,Apache Spark 3 - Spark Programming in Python for Beginners,Data Engineering using Spark Structured API,6.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/3184584_68b5.jpg,https://www.udemy.com/course/apache-spark-programming-in-python-for-beginners/,4365 reviews,Rating: 4.6 out of 5,Yes,"24,540 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Prashant Kumar Pandey, Learning Journal",61 lectures
1599,100 Days Of Code - 2023 Web Development Bootcamp,"Learn web development from A to Z in 100 days (or at your own pace) - from ""basic"" to ""advanced"", it's all included!",79.5 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/4015622_2fee_4.jpg,https://www.udemy.com/course/100-days-of-code-web-development-bootcamp/,4342 reviews,Rating: 4.7 out of 5,Yes,"28,035 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",642 lectures
1600,Python Complete Masterclass for Beginners,"Learn Python including Excel/Database/Test/Network Automation, Data Analysis, Web Development, REST APIs, GraphQL & more",30 total hours,Beginner,Udemy,https://img-b.udemycdn.com/course/240x135/1909030_9246_9.jpg,https://www.udemy.com/course/pythontutorial/,4337 reviews,Rating: 4.5 out of 5,Yes,"24,697 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Mihai Catalin Teodosiu, EpicPython Academy",416 lectures
1601,Apache Kafka Series - Kafka Connect Hands-on Learning,"Kafka Connect - Learn How to Source Twitter Data, Store in Apache Kafka Topics & Sink in ElasticSearch and PostgreSQL",4.5 total hours,Intermediate,Udemy,https://img-b.udemycdn.com/course/240x135/1141696_6151_6.jpg,https://www.udemy.com/course/kafka-connect/,4326 reviews,Rating: 4.5 out of 5,Yes,"33,925 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Conduktor Kafkademy",55 lectures
1602,The Complete Android S + Java Developer Course™ : 2022,"In this course, you'll learn Android Development and get to build your own Android S apps by using Java.",185 total hours,All Levels,Udemy,https://img-b.udemycdn.com/course/240x135/900464_a431_19.jpg,https://www.udemy.com/course/java-android-complete-guide/,4319 reviews,Rating: 4.3 out of 5,Yes,"33,772 students",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Morteza Kordi,790 lectures
